,metadata.epub,metadata.cover,bibliography.languages,bibliography.subjects,bibliography.title,bibliography.type,metadata.downloads,metadata.id,metadata.url,bibliography.author.name,bibliography.publication.day,bibliography.publication.month,bibliography.publication.year
75,https://www.gutenberg.org/ebooks/815.epub3.images,https://www.gutenberg.org/cache/epub/815/pg815.cover.medium.jpg,en,"United States -- Social conditions,Democracy -- United States,United States -- Politics and government",Democracy in America — Volume 1,Text,3455,815,https://www.gutenberg.org/ebooks/815,"Tocqueville, Alexis de",21,1,2006
76,https://www.gutenberg.org/ebooks/3090.epub3.images,https://www.gutenberg.org/cache/epub/3090/pg3090.cover.medium.jpg,en,"Short stories, French -- Translations into English",Complete Original Short Stories of Guy De Maupassant,Text,3437,3090,https://www.gutenberg.org/ebooks/3090,"Maupassant, Guy de",2,10,2004
77,https://www.gutenberg.org/ebooks/22577.epub3.images,https://www.gutenberg.org/cache/epub/22577/pg22577.cover.medium.jpg,en,"English language -- Composition and exercises;English language -- Grammar -- Problems, exercises, etc.",Practical Grammar and Composition,Text,3434,22577,https://www.gutenberg.org/ebooks/22577,"Wood, Thomas",11,9,2007
78,https://www.gutenberg.org/ebooks/766.epub3.images,https://www.gutenberg.org/cache/epub/766/pg766.cover.medium.jpg,en,"England -- Social life and customs -- 19th century -- Fiction,Bildungsromans,Orphans -- Fiction,Child labor -- Fiction,Autobiographical fiction,England -- Fiction,Young men -- Fiction,Boys -- Fiction,Stepfathers -- Fiction",David Copperfield,Text,3427,766,https://www.gutenberg.org/ebooks/766,"Dickens, Charles",1,12,1996
79,https://www.gutenberg.org/ebooks/851.epub3.images,https://www.gutenberg.org/cache/epub/851/pg851.cover.medium.jpg,en,"Lancaster (Mass.) -- History -- Colonial period, ca. 1600-1775;King Philip's War, 1675-1676;Massachusetts -- Biography;Indian captivities -- Massachusetts;Rowlandson, Mary White, approximately 1635-1711",Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson,Text,3389,851,https://www.gutenberg.org/ebooks/851,"Rowlandson, Mary White",1,3,1997
80,https://www.gutenberg.org/ebooks/203.epub3.images,https://www.gutenberg.org/cache/epub/203/pg203.cover.medium.jpg,en,"Plantation life -- Fiction,Slavery -- Fiction,Uncle Tom (Fictitious character) -- Fiction,African Americans -- Fiction,Political fiction,Master and servant -- Fiction,Fugitive slaves -- Fiction,Southern States -- Fiction,Slaves -- Fiction,Didactic fiction",Uncle Tom's Cabin,Text,3336,203,https://www.gutenberg.org/ebooks/203,"Stowe, Harriet Beecher",1,1,1995
81,https://www.gutenberg.org/ebooks/30601.epub3.images,https://www.gutenberg.org/cache/epub/30601/pg30601.cover.medium.jpg,en,Characters and characteristics,How to Analyze People on Sight: Through the Science of Human Analysis: The Five Human Types,Text,3334,30601,https://www.gutenberg.org/ebooks/30601,"Benedict, Ralph Paine",4,12,2009
82,https://www.gutenberg.org/ebooks/41.epub3.images,https://www.gutenberg.org/cache/epub/41/pg41.cover.medium.jpg,en,"Ghosts -- Fiction,New York (State) -- History -- 1775-1865 -- Fiction",The Legend of Sleepy Hollow,Text,3287,41,https://www.gutenberg.org/ebooks/41,"Irving, Washington",1,10,1992
83,https://www.gutenberg.org/ebooks/103.epub3.images,https://www.gutenberg.org/cache/epub/103/pg103.cover.medium.jpg,en,"Voyages around the world -- Fiction,Adventure stories",Around the World in Eighty Days,Text,3248,103,https://www.gutenberg.org/ebooks/103,"Verne, Jules",15,5,2008
84,https://www.gutenberg.org/ebooks/1399.epub3.images,https://www.gutenberg.org/cache/epub/1399/pg1399.cover.medium.jpg,en,"Russia -- Fiction,Adultery -- Fiction,Married women -- Fiction,Didactic fiction,Love stories",Anna Karenina,Text,3208,1399,https://www.gutenberg.org/ebooks/1399,"Tolstoy, Leo, graf",1,7,1998
85,https://www.gutenberg.org/ebooks/863.epub3.images,https://www.gutenberg.org/cache/epub/863/pg863.cover.medium.jpg,en,"Belgians -- England -- Fiction;Private investigators -- England -- Fiction;Detective and mystery stories;Poirot, Hercule (Fictitious character) -- Fiction",The Mysterious Affair at Styles,Text,3192,863,https://www.gutenberg.org/ebooks/863,"Christie, Agatha",27,7,2008
86,https://www.gutenberg.org/ebooks/215.epub3.images,https://www.gutenberg.org/cache/epub/215/pg215.cover.medium.jpg,en,"Pet theft -- Fiction,Animal welfare -- Fiction,Klondike River Valley (Yukon) -- Fiction,Feral dogs -- Fiction,Dogs -- Fiction,Adventure stories,Nature stories,Sled dogs -- Fiction",The Call of the Wild,Text,3141,215,https://www.gutenberg.org/ebooks/215,"London, Jack",1,7,2008
87,https://www.gutenberg.org/ebooks/45.epub3.images,https://www.gutenberg.org/cache/epub/45/pg45.cover.medium.jpg,en,"Friendship -- Fiction;Country life -- Prince Edward Island -- Fiction;Orphans -- Fiction;Bildungsromans;Prince Edward Island -- History -- 20th century -- Fiction;Canada -- History -- 1867-1914 -- Fiction;Shirley, Anne (Fictitious character) -- Fiction;Girls -- Fiction;Islands -- Fiction",Anne of Green Gables,Text,3089,45,https://www.gutenberg.org/ebooks/45,"Montgomery, L. M. (Lucy Maud)",1,1,1992
88,https://www.gutenberg.org/ebooks/105.epub3.images,https://www.gutenberg.org/cache/epub/105/pg105.cover.medium.jpg,en,"Ship captains -- Fiction,First loves -- Fiction,Regency fiction,Rejection (Psychology) -- Fiction,England -- Social life and customs -- 19th century -- Fiction,Young women -- Fiction,Psychological fiction,Dysfunctional families -- Fiction,Motherless families -- Fiction,Love stories",Persuasion,Text,3079,105,https://www.gutenberg.org/ebooks/105,"Austen, Jane",5,6,2008
89,https://www.gutenberg.org/ebooks/996.epub3.images,https://www.gutenberg.org/cache/epub/996/pg996.cover.medium.jpg,en,"Picaresque literature,Spain -- Social life and customs -- 16th century -- Fiction,Knights and knighthood -- Spain -- Fiction,Romances",Don Quixote,Text,3043,996,https://www.gutenberg.org/ebooks/996,"Cervantes Saavedra, Miguel de",27,7,2004
90,https://www.gutenberg.org/ebooks/852.epub3.images,https://www.gutenberg.org/cache/epub/852/pg852.cover.medium.jpg,en,"Education -- Social aspects,Education -- Philosophy",Democracy and Education: An Introduction to the Philosophy of Education,Text,3023,852,https://www.gutenberg.org/ebooks/852,"Dewey, John",1,3,1997
91,https://www.gutenberg.org/ebooks/4217.epub3.images,https://www.gutenberg.org/cache/epub/4217/pg4217.cover.medium.jpg,en,"Autobiographical fiction,Artists -- Fiction,Bildungsromans,Dublin (Ireland) -- Fiction,Young men -- Fiction",A Portrait of the Artist as a Young Man,Text,2979,4217,https://www.gutenberg.org/ebooks/4217,"Joyce, James",1,7,2003
92,https://www.gutenberg.org/ebooks/779.epub3.images,https://www.gutenberg.org/cache/epub/779/pg779.cover.medium.jpg,en,"Faust, -approximately 1540 -- Drama;Tragedies;Germany -- Drama;Magicians -- Drama",The Tragical History of Doctor Faustus: From the Quarto of 1604,Text,2963,779,https://www.gutenberg.org/ebooks/779,"Marlowe, Christopher",1,1,1997
93,https://www.gutenberg.org/ebooks/4517.epub3.images,https://www.gutenberg.org/cache/epub/4517/pg4517.cover.medium.jpg,en,"New England -- Fiction,Accident victims -- Fiction,Triangles (Interpersonal relations) -- Fiction,Rural poor -- Fiction,Married people -- Fiction,Domestic fiction",Ethan Frome,Text,2951,4517,https://www.gutenberg.org/ebooks/4517,"Wharton, Edith",1,10,2003
94,https://www.gutenberg.org/ebooks/20.epub3.images,https://www.gutenberg.org/cache/epub/20/pg20.cover.medium.jpg,en,"Eve (Biblical figure) -- Poetry,Bible. Genesis -- History of Biblical events -- Poetry,Fall of man -- Poetry,Adam (Biblical figure) -- Poetry",Paradise Lost,Text,2942,20,https://www.gutenberg.org/ebooks/20,"Milton, John",1,10,1991
95,https://www.gutenberg.org/ebooks/1112.epub3.images,https://www.gutenberg.org/cache/epub/1112/pg1112.cover.medium.jpg,en,"Vendetta -- Drama,Verona (Italy) -- Drama,Conflict of generations -- Drama,Juliet (Fictitious character) -- Drama,Romeo (Fictitious character) -- Drama,Youth -- Drama",The Tragedy of Romeo and Juliet,Text,2938,1112,https://www.gutenberg.org/ebooks/1112,"Shakespeare, William",1,11,1997
96,https://www.gutenberg.org/ebooks/2130.epub3.images,https://www.gutenberg.org/cache/epub/2130/pg2130.cover.medium.jpg,en,Utopias -- Early works to 1800,Utopia,Text,2933,2130,https://www.gutenberg.org/ebooks/2130,"More, Thomas, Saint",22,4,2005
97,https://www.gutenberg.org/ebooks/22381.epub3.images,https://www.gutenberg.org/cache/epub/22381/pg22381.cover.medium.jpg,en,"Mythology, Classical",Myths and Legends of Ancient Greece and Rome,Text,2924,22381,https://www.gutenberg.org/ebooks/22381,"Berens, E. M.",23,8,2007
98,https://www.gutenberg.org/ebooks/28520.epub3.images,https://www.gutenberg.org/cache/epub/28520/pg28520.cover.medium.jpg,en,Erotic stories,Forbidden Fruit: Luscious and exciting story and More forbidden fruit or; Master Percy's progress in and beyond the domestic circle,Text,2905,28520,https://www.gutenberg.org/ebooks/28520,Anonymous,6,4,2009
99,https://www.gutenberg.org/ebooks/147.epub3.images,https://www.gutenberg.org/cache/epub/147/pg147.cover.medium.jpg,en,"United States -- Politics and government -- 1775-1783,Monarchy -- Early works to 1800,Political science -- Early works to 1800",Common Sense,Text,2884,147,https://www.gutenberg.org/ebooks/147,"Paine, Thomas",9,6,2008
100,https://www.gutenberg.org/ebooks/121.epub3.images,https://www.gutenberg.org/cache/epub/121/pg121.cover.medium.jpg,en,"Gentry -- England -- Fiction,Horror tales -- Appreciation -- Fiction,Books and reading -- Fiction,Satire,Gothic fiction (Literary genre),England -- Social life and customs -- 19th century -- Fiction,England -- Fiction,Marriage -- Economic aspects -- Fiction,Young women -- Fiction,Love stories",Northanger Abbey,Text,2871,121,https://www.gutenberg.org/ebooks/121,"Austen, Jane",1,4,1994
101,https://www.gutenberg.org/ebooks/33.epub3.images,https://www.gutenberg.org/cache/epub/33/pg33.cover.medium.jpg,en,"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction;Revenge -- Fiction;Married women -- Fiction;Adultery -- Fiction;Triangles (Interpersonal relations) -- Fiction;Women immigrants -- Fiction;Illegitimate children -- Fiction;Historical fiction;Psychological fiction;Clergy -- Fiction;Puritans -- Fiction",The Scarlet Letter,Text,2861,33,https://www.gutenberg.org/ebooks/33,"Hawthorne, Nathaniel",1,2,1992
102,https://www.gutenberg.org/ebooks/61.epub3.images,https://www.gutenberg.org/cache/epub/61/pg61.cover.medium.jpg,en,"Socialism,Communism",The Communist Manifesto,Text,2856,61,https://www.gutenberg.org/ebooks/61,"Engels, Friedrich",25,1,2005
103,https://www.gutenberg.org/ebooks/209.epub3.images,https://www.gutenberg.org/cache/epub/209/pg209.cover.medium.jpg,en,"Governesses -- Fiction,England -- Fiction,Children -- Fiction,Ghost stories,Psychological fiction",The Turn of the Screw,Text,2850,209,https://www.gutenberg.org/ebooks/209,"James, Henry",1,2,1995
104,https://www.gutenberg.org/ebooks/7700.epub3.images,https://www.gutenberg.org/cache/epub/7700/pg7700.cover.medium.jpg,en,"Women and peace -- Drama;Aristophanes -- Translations into English;Lysistrata (Fictitious character) -- Drama;Peace movements -- Drama;Greece -- History -- Peloponnesian War, 431-404 B.C. -- Drama;Greek drama (Comedy) -- Translations into English;Comedies",Lysistrata,Text,2849,7700,https://www.gutenberg.org/ebooks/7700,Aristophanes,6,4,2008
105,https://www.gutenberg.org/ebooks/408.epub3.images,https://www.gutenberg.org/cache/epub/408/pg408.cover.medium.jpg,en,African Americans,The Souls of Black Folk,Text,2793,408,https://www.gutenberg.org/ebooks/408,"Du Bois, W. E. B. (William Edward Burghardt)",29,1,2008
106,https://www.gutenberg.org/ebooks/2413.epub3.images,https://www.gutenberg.org/cache/epub/2413/pg2413.cover.medium.jpg,en,"Domestic fiction,Married women -- Fiction,Middle class -- Fiction,Suicide victims -- Fiction,Physicians' spouses -- Fiction,France -- Fiction,Adultery -- Fiction",Madame Bovary,Text,2744,2413,https://www.gutenberg.org/ebooks/2413,"Flaubert, Gustave",25,2,2006
107,https://www.gutenberg.org/ebooks/10676.epub3.images,https://www.gutenberg.org/cache/epub/10676/pg10676.cover.medium.jpg,en,"Philippine fiction (Spanish) -- Translations into English,Nationalists -- Philippines -- Fiction,Philippines -- History -- Fiction",The Reign of Greed,Text,2741,10676,https://www.gutenberg.org/ebooks/10676,"Rizal, Jose",10,10,2005
108,https://www.gutenberg.org/ebooks/4093.epub3.images,https://www.gutenberg.org/cache/epub/4093/pg4093.cover.medium.jpg,en,"Norwegian drama -- Translations into English,Man-woman relationships -- Drama,Identity (Psychology) -- Drama,Women -- Social conditions -- Drama",Hedda Gabler,Text,2713,4093,https://www.gutenberg.org/ebooks/4093,"Ibsen, Henrik",1,5,2003
109,https://www.gutenberg.org/ebooks/108.epub3.images,https://www.gutenberg.org/cache/epub/108/pg108.cover.medium.jpg,en,"Detective and mystery stories, English;Holmes, Sherlock (Fictitious character) -- Fiction",The Return of Sherlock Holmes,Text,2669,108,https://www.gutenberg.org/ebooks/108,"Doyle, Arthur Conan",8,7,2007
110,https://www.gutenberg.org/ebooks/1251.epub3.images,https://www.gutenberg.org/cache/epub/1251/pg1251.cover.medium.jpg,en,"Arthur, King -- Legends;Arthurian romances",Le Morte d'Arthur: Volume 1,Text,2638,1251,https://www.gutenberg.org/ebooks/1251,"Malory, Thomas, Sir",1,3,1998
111,https://www.gutenberg.org/ebooks/2147.epub3.images,https://www.gutenberg.org/cache/epub/2147/pg2147.cover.medium.jpg,en,"Fantasy fiction;American fiction -- 19th century;Horror tales, American;Poe, Edgar Allan, 1809-1849",The Works of Edgar Allan Poe — Volume 1,Text,2613,2147,https://www.gutenberg.org/ebooks/2147,"Poe, Edgar Allan",19,5,2008
112,https://www.gutenberg.org/ebooks/21700.epub3.images,https://www.gutenberg.org/cache/epub/21700/pg21700.cover.medium.jpg,en,Don Juan (Legendary character) -- Poetry,Don Juan,Text,2572,21700,https://www.gutenberg.org/ebooks/21700,"Byron, George Gordon Byron, Baron",6,6,2007
113,https://www.gutenberg.org/ebooks/36.epub3.images,https://www.gutenberg.org/cache/epub/36/pg36.cover.medium.jpg,en,"War stories,Mars (Planet) -- Fiction,Science fiction,Martians -- Fiction,Space warfare -- Fiction,Life on other planets -- Fiction,Imaginary wars and battles -- Fiction",The War of the Worlds,Text,2546,36,https://www.gutenberg.org/ebooks/36,"Wells, H. G. (Herbert George)",1,7,1992
114,https://www.gutenberg.org/ebooks/141.epub3.images,https://www.gutenberg.org/cache/epub/141/pg141.cover.medium.jpg,en,"Country homes -- Fiction,Adoptees -- Fiction,Children of the rich -- Fiction,Uncles -- Fiction,Cousins -- Fiction,England -- Fiction,Domestic fiction,Young women -- Fiction,Love stories",Mansfield Park,Text,2537,141,https://www.gutenberg.org/ebooks/141,"Austen, Jane",1,6,1994
115,https://www.gutenberg.org/ebooks/2781.epub3.images,https://www.gutenberg.org/cache/epub/2781/pg2781.cover.medium.jpg,en,"Animals -- Fiction;Children's stories, English;Short stories",Just So Stories,Text,2526,2781,https://www.gutenberg.org/ebooks/2781,"Kipling, Rudyard",1,7,2004
116,https://www.gutenberg.org/ebooks/145.epub3.images,https://www.gutenberg.org/cache/epub/145/pg145.cover.medium.jpg,en,"City and town life -- Fiction,Bildungsromans,England -- Fiction,Married people -- Fiction,Domestic fiction,Didactic fiction,Young women -- Fiction,Love stories",Middlemarch,Text,2461,145,https://www.gutenberg.org/ebooks/145,"Eliot, George",24,5,2008
117,https://www.gutenberg.org/ebooks/1998.epub3.images,https://www.gutenberg.org/cache/epub/1998/pg1998.cover.medium.jpg,en,"Philosophy,Superman (Philosophical concept)",Thus Spake Zarathustra: A Book for All and None,Text,2454,1998,https://www.gutenberg.org/ebooks/1998,"Nietzsche, Friedrich Wilhelm",1,12,1999
118,https://www.gutenberg.org/ebooks/2680.epub3.images,https://www.gutenberg.org/cache/epub/2680/pg2680.cover.medium.jpg,en,"Life,Ethics,Stoics",Meditations,Text,2452,2680,https://www.gutenberg.org/ebooks/2680,"Marcus Aurelius, Emperor of Rome",1,6,2001
119,https://www.gutenberg.org/ebooks/1228.epub3.images,https://www.gutenberg.org/cache/epub/1228/pg1228.cover.medium.jpg,en,"Evolution (Biology),Natural selection","On the Origin of Species By Means of Natural Selection: Or, the Preservation of Favoured Races in the Struggle for Life",Text,2449,1228,https://www.gutenberg.org/ebooks/1228,"Darwin, Charles",1,3,1998
120,https://www.gutenberg.org/ebooks/14591.epub3.images,https://www.gutenberg.org/cache/epub/14591/pg14591.cover.medium.jpg,en,"Legends -- Germany -- Drama;Magicians -- Drama;German poetry -- Translations into English;Faust, -approximately 1540 -- Drama",Faust,Text,2439,14591,https://www.gutenberg.org/ebooks/14591,"Goethe, Johann Wolfgang von",4,1,2005
121,https://www.gutenberg.org/ebooks/3300.epub3.images,https://www.gutenberg.org/cache/epub/3300/pg3300.cover.medium.jpg,en,Economics,An Inquiry into the Nature and Causes of the Wealth of Nations,Text,2407,3300,https://www.gutenberg.org/ebooks/3300,"Smith, Adam",1,4,2002
122,https://www.gutenberg.org/ebooks/14838.epub3.images,https://www.gutenberg.org/cache/epub/14838/pg14838.cover.medium.jpg,en,Rabbits -- Juvenile fiction,The Tale of Peter Rabbit,Text,2371,14838,https://www.gutenberg.org/ebooks/14838,"Potter, Beatrix",30,1,2005
123,https://www.gutenberg.org/ebooks/35123.epub3.images,https://www.gutenberg.org/cache/epub/35123/pg35123.cover.medium.jpg,en,"Etiquette for women;Formulas, recipes, etc.;Etiquette -- United States -- Handbooks, manuals, etc.","The Ladies' Book of Etiquette, and Manual of Politeness: A Complete Hand Book for the Use of the Lady in Polite Society",Text,2351,35123,https://www.gutenberg.org/ebooks/35123,"Hartley, Florence",30,1,2011
